city,country,id,latitude,longitude,name,state,zip
Klamath Falls,US,OR99,42.2483,-121.8243,Friends of Pets of Klamath Basin,OR,97601
Gold Beach,US,OR36,42.4407,-124.3976,Wild Rivers Animal Rescue,OR,97444
Jacksonville,US,OR276,42.2201,-123.0109,Sanctuary One,OR,97530
Emmett,US,ID15,43.8855,-116.5204,Pet Adoption League,ID,83617
Caldwell,US,ID01,43.6631,-116.6864,West Valley Humane Society,ID,83607
Brookings,US,OR181,42.065,-124.2739,South Coast Humane Society,OR,97415
Eagle,US,ID100,43.7048,-116.3643,Boise Bully Breed Rescue,ID,83616
Eagle,US,ID144,43.7048,-116.3643,Take Me Home Dog Rescue,ID,83616
Polson,US,MT37,47.656,-114.1477,Life Savers Animal Rescue,MT,59860
Polson,US,MT89,47.656,-114.1477,All Hearts Rescue,MT,59860
Nampa,US,ID34,43.5408,-116.5625,Idaho Domestic Animal Welfare Group,ID,83652
Meridian,US,ID117,43.6122,-116.3906,Southwest Idaho Pug Rescue,ID,83680
Meridian,US,ID142,43.6122,-116.3906,"Happy Jack Cats, Inc.",ID,83680
Meridian,US,ID50,43.6085,-116.3916,Meridian Canine Rescue,ID,83642
Boise,US,ID125,43.6324,-116.2936,Western States English Setter Rescue,ID,83704
Boise,US,ID134,43.6398,-116.2635,Boxer Lovers Rescue,ID,83714
Yreka,US,CA187,41.719,-122.6377,Rescue Ranch Inc.,CA,96097
Yreka,US,CA2119,41.719,-122.6377,Goliath Mountain Rescue,CA,96097
Yreka,US,CA2569,41.719,-122.6377,Siskiyou County Animal Control,CA,96097
Missoula,US,MT22,46.8559,-114.0258,Humane Society of Western Montana,MT,59808
Missoula,US,MT51,46.8559,-114.0258,Missoula City-County Animal Control,MT,59808
Boise,US,ID04,43.6136,-116.2025,Simply Cats,ID,83707
Hamilton,US,MT19,46.2407,-114.1583,Bitter Root Humane Association,MT,59840
Hamilton,US,MT40,46.2407,-114.1583,Great Pyrenees Rescue of Montana,MT,59840
Boise,US,ID110,43.5891,-116.1949,Fuzzy Pawz Rescue,ID,83706
Boise,US,ID138,43.5891,-116.1949,Idaho Saint Bernard Rescue,ID,83706
Crescent City,US,CA1128,41.7705,-124.185,Humane Society of Del Norte,CA,95531
Crescent city,US,CA1358,41.7705,-124.185,Del Norte County Animal Control,CA,95531
Alturas,US,CA700,41.4905,-120.5479,High Plateau Humane Society,CA,96101
Mt. Shasta,US,CA150,41.3165,-122.3186,Siskiyou Humane Society Inc.,CA,96067
Salmon,US,ID74,45.1776,-113.8996,Lemhi County Humane Society Inc.,ID,83467
Challis,US,ID146,44.5049,-114.2312,Heart of Idaho Animal Sanctuary,ID,83226
McArthur,US,CA1267,41.0494,-121.401,SNIPPP,CA,96056
Choteau,US,MT42,47.8139,-112.6792,Bright Eyes Care & Rehab Center,MT,59422
McKinleyville,US,CA866,40.9467,-124.101,Humboldt County Animal Shelter,CA,95519
Mckinleyville,US,CA2163,40.9467,-124.101,Redwood Pals Rescue,CA,95519
Weaverville,US,CA1807,40.7322,-122.9404,Trinity County Animal Shelter,CA,96093
Shasta Lake,US,CA940,40.6809,-122.374,City of Shasta Lake Animal Control,CA,96019
Eureka,US,CA486,40.8107,-124.1571,Sequoia Humane Society,CA,95503
Redding,US,CA520,40.614,-122.3744,Save a Dog Today (Matchmaker and Re-homing service),CA,96003
Redding,US,CA2352,40.614,-122.3744,Mutts Transport Services dba Tails of Rescue,CA,96003
Redding,US,CA790,40.5867,-122.3906,Haven Humane Society,CA,96099
Redding,US,CA808,40.5867,-122.3906,Raining Cats 'n' Dogs,CA,96099
Hailey,US,ID47,43.5221,-114.3121,Animal Shelter of Wood River Valley,ID,83333
Palo Cedro,US,CA1004,40.5713,-122.2371,Another Chance Animal Welfare League Inc.,CA,96073
Redding,US,CA1041,40.559,-122.3968,Pets Without Partners,CA,96001
Redding,US,CA601,40.559,-122.3968,ResQ Animal Coalition,CA,96001
Cut Bank,US,MT38,48.6324,-112.3317,Cut Bank Animal Shelter,MT,59427
Shingletown,US,CA2457,40.5229,-121.7696,Harmony Acres Sanctuary at Mt. Lassen Animal Group,CA,96088
Butte,US,MT54,45.9836,-112.5101,Chelsea Bailey Butte Silver Bow Animal Shelter,MT,59701
Cottonwood,US,CA1996,40.3905,-122.2859,Annie's Pet Rescue,CA,96022
Conrad,US,MT97,48.172,-111.9379,Conrad Animal Pound,MT,59425
Susanville,US,CA234,40.4166,-120.6551,Lassen Humane Society,CA,96130
Susanville,US,CA947,40.4166,-120.6551,Lassen County Animal Control,CA,96130
Helena,US,MT90,46.5928,-112.0353,Lewis & Clark Humane Society,MT,59604
Shelby,US,MT99,48.5151,-111.8478,Prairie Oasis Animal Shelter,MT,59474
Buhl,US,ID102,42.5872,-114.7259,"Magicats, Inc.",ID,83316
Winnemucca,US,NV50,40.9505,-117.7509,"City-County Animal Control Center - Winnemucca, NV",NV,89445
Red Bluff,US,CA1042,40.1633,-122.1757,Northern California Doberman Rescue,CA,96080
Red Bluff,US,CA1631,40.1633,-122.1757,Deserving Pets Rescue,CA,96080
Red Bluff,US,CA255,40.1633,-122.1757,Tehama County Department of Animal Services,CA,96080
Cardwell,US,MT75,45.8592,-111.9509,4 Paws Rescue,MT,59721
Corning,US,CA458,39.9292,-122.1841,Second Chance Pet Rescue,CA,96021
Great Falls,US,MT103,47.5057,-111.3338,Maclean Animal Adoption Center,MT,59404
Great Falls,US,MT74,47.4922,-111.2537,Great Falls Animal Shelter,MT,59405
Great Falls,US,MT76,47.4922,-111.2537,Pet Paw-see,MT,59405
Quincy,US,CA1800,39.9302,-120.9314,Plumas County Animal Shelter,CA,95971
Quincy,US,CA194,39.9302,-120.9314,Plumas Animal Welfare Society (PAWS),CA,95971
Paradise,US,CA1675,39.7972,-121.5841,Town of Paradise Animal Shelter,CA,95969
Paradise,US,CA988,39.7464,-121.6361,TOPCats on the Ridge Inc.,CA,95967
Chico,US,CA1443,39.7286,-121.8364,Belleglen Sanctuary,CA,95927
Chico,US,CA2413,39.7286,-121.8364,Wags and Whiskers Pet Rescue,CA,95973
Chico,US,CA05,39.7245,-121.8262,Butte Humane Society,CA,95928
Chico,US,CA1112,39.7245,-121.8262,Runamuk Rescue,CA,95928
Portola,US,CA438,39.8089,-120.4969,High Sierra Animal Rescue,CA,96122
Manhattan,US,MT79,45.7764,-111.3228,Tiny Tails K-9  Rescue,MT,59741
Oroville,US,CA594,39.5406,-121.5417,Northwest S.P.C.A.,CA,95965
Hamer,US,ID92,43.9269,-112.2052,FOR THE LOVE OF PETS FOUNDATION,ID,83425
Fort Benton,US,MT44,47.8691,-110.6464,Dedman Foundation,MT,59442
Reno,US,NV104,39.6493,-119.8705,Willows Change Pet Rescue Network,NV,89506
Reno,US,NV192,39.6493,-119.8705,Res-Que,NV,89506
Stevensville,US,MT07,45.6746,-111.0495,Bangtail Dog Rescue,MT,59715
Laurel,US,MT15,45.6746,-111.0495,Big Sky Rottweiler Rescue,MT,59715
Sparks,US,NV58,39.625,-119.7043,Saints Of The West,NV,89436
Willits,US,CA583,39.4301,-123.3758,C.A.R.R.E. CA-AR Retriever Rescue Efforts,CA,95490
Willits ,US,CA2556,39.4301,-123.3758,Mendo Shelter Pets Rescue,CA,95490
Fort Bragg,US,CA314,39.4463,-123.7893,Mendocino Coast Humane Society,CA,95437
Reno,US,NV16,39.5483,-119.7969,SPCA of Northern Nevada,NV,89512
Gridley,US,CA443,39.3523,-121.6904,Sutter Buttes Canine Rescue,CA,95948
Sparks,US,NV105,39.546,-119.7516,Palomino Valley Pet Rescue Inc.,NV,89431
Reno,US,NV36,39.499,-119.7697,Nevada Humane Society,NV,89502
Fernley,US,NV156,39.5804,-119.2383,Animal Rescue Group of Northern Nevada,NV,89408
Redwood Valley,US,CA214,39.2816,-123.2092,Humane Society for Inland Mendocino County,CA,95470
Elko,US,NV90,40.7861,-115.668,City of Elko Animal Shelter,NV,89801
Browns Valley,US,CA1342,39.2754,-121.3663,All Points West German Shorthaired and Wirehaired Pointer,CA,95918
Blackfoot,US,ID136,43.1932,-112.3424,MISFIT Rescue,ID,83221
Colusa,US,CA995,39.2058,-122.0101,Colusa County Animal Control,CA,95932
Idaho Falls,US,ID139,43.4953,-112.0513,Snake River Animal Shelter,ID,83402
Truckee,US,CA754,39.341,-120.1869,Humane Society of Truckee-Tahoe,CA,96161
Rexburg,US,ID51,43.8226,-111.7821,City of Rexburg Animal Shelter,ID,83440
Rexburg,US,ID85,43.8226,-111.7821,Four Paws Pet Adoptions Inc.,ID,83440
Williams,US,CA1179,39.1894,-122.4225,Caring 4 Kittens,CA,95987
Grass Valley,US,CA1375,39.228,-121.0617,"Scooter's Pals Nevada County, Ca",CA,95945
Grass Valley,US,CA392,39.228,-121.0617,AnimalSave,CA,95945
Grass Valley,US,CA755,39.228,-121.0617,Center for Animal Protection and Education,CA,95945
Grass Valley,US,CA1901,39.228,-121.0617,Nevada County PAWS,CA,95945
Grass Valley,US,CA2083,39.228,-121.0617,Grass Valley Animal Control,CA,95945
Idaho Falls,US,ID08,43.4667,-112.0333,Bonneville Humane Society,ID,83403
Idaho Falls,US,ID43,43.4667,-112.0333,Humane Society of the Upper Valley,ID,83405
Idaho Falls,US,ID76,43.5014,-111.9917,Idaho Falls Animal Shelter,ID,83401
Idaho Falls,US,ID147,43.4782,-112.0071,Remembering Ruby Rabbit Rescue,ID,83404
Chubbuck,US,ID81,42.922,-112.4711,Chubbuck Animal Control Facility,ID,83202
Yuba City,US,CA2159,39.137,-121.6483,ResQpaws Volunteer Organization,CA,95993
Ukiah,US,CA833,39.1471,-123.2069,Mendocino County Animal Care Services,CA,95482
Yuba City,US,CA2024,39.127,-121.623,Happy Paws Rescue,CA,95991
Yuba City,US,CA2464,39.127,-121.623,Deb's Claws and Paws Rescue,CA,95991
Reno,US,NV97,39.2923,-119.7849,Boxers and Buddies,NV,89704
Washoe Valley,US,NV170,39.2923,-119.7849,Canine Rehabilitation Center and Sanctuary,NV,89704
Pocatello,US,ID49,42.8714,-112.4447,Pocatello Animal Shelter,ID,83205
Grass Valley,US,CA1326,39.135,-121.0698,Rescue For Pet Sake,CA,95949
Grass Valley,US,CA1571,39.135,-121.0698,Sammie's Friends Animal Shelter,CA,95949
Grass Valley,US,CA1746,39.135,-121.0698,Animal Place,CA,95949
Incline Village,US,NV69,39.2591,-119.9521,Pet Network Humane Society,NV,89451
Incline Village,US,NV41,39.2514,-119.9719,Wylie Animal Rescue Foundation (WARF),NV,89450
Fallon,US,NV04,39.4775,-118.758,Churchill Animal Protection Society (CAPS),NV,89406
Fallon,US,NV149,39.4775,-118.758,Fallon Animal Welfare Group,NV,89406
Pocatello,US,ID33,42.849,-112.4416,Bannock Humane Society,ID,83204
Pocatello,US,ID129,42.849,-112.4416,Portneuf Animal Welfare Society,ID,83204
Olivehurst,US,CA1332,39.0825,-121.5504,River Bottoms Rescue Inc.,CA,95961
Olivehurst,US,CA960,39.0825,-121.5504,Yuba County Animal Care Services,CA,95961
Lakeport,US,CA667,39.0521,-122.9206,Orphan Dog Rescue,CA,95453
Lakeport,US,CA1947,39.0521,-122.9206,Four-Legged Friends Pet Rescue,CA,95453
Weimar,US,CA1283,39.0375,-120.9714,Angels Rescuing Kritters,CA,95736
Carson City,US,NV178,39.1693,-119.78,Reno Tahoe Rescue Society,NV,89703
Carson City,US,NV127,39.1639,-119.7664,Carson Tahoe SPCA,NV,89702
Carson City,US,NV67,39.1639,-119.7664,Dog Town Canine Rescue,NV,89702
Carson City,US,NV190,39.1517,-119.7444,Catmandu,NV,89701
Clearlake,US,CA2308,38.9496,-122.6269,Clearlake Veterinary Clinic,CA,95422
Clearlake,US,CA2410,38.9496,-122.6269,Clearlake Animal Control,CA,95422
Auburn,US,CA2142,38.9601,-121.0901,1 Love Dog Rescue,CA,95602
Lower Lake,US,CA2143,38.9056,-122.6039,Animal Refugee Response,CA,95457
Lincoln,US,CA662,38.9003,-121.2921,FieldHaven Feline Center,CA,95648
Lincoln,US,CA2373,38.9003,-121.2921,NorCal Bully Breed Rescue,CA,95648
Auburn,US,CA1505,38.8967,-121.0758,"Friends Forever, A Cat Sanctuary",CA,95604
Auburn,US,CA1740,38.8967,-121.0758,Angels Rescuing Animals,CA,95604
Auburn,US,CA1086,38.8898,-121.075,"Second Chance Bunnies, Inc",CA,95603
Auburn,US,CA2336,38.8898,-121.075,One By One Rescue Project,CA,95603
Auburn,US,CA2437,38.8898,-121.075,Placer County Animal Services Center,CA,95603
Newcastle,US,CA1693,38.8682,-121.1277,Kits & Kats Rescue,CA,95658
Havre,US,MT105,48.5401,-109.6958,City of Havre Animal Shelter,MT,59501
Minden,US,NV83,39.0081,-119.7424,Aussie Border Collie Rescue of Northern Nevada,NV,89423
Minden,US,NV160,39.0081,-119.7424,"Two Dog Farms, Inc.",NV,89423
Pleasant Grove,US,CA147,38.8099,-121.506,German Shepherd Rescue of Sacramento Valley,CA,95668
South Lake Tahoe,US,CA582,38.9285,-119.9923,El Dorado Co. Animal Services - S. Lake Tahoe,CA,96150
Rocklin,US,CA1745,38.7904,-121.2397,Pit Crew Sacramento,CA,95677
Gualala,US,CA347,38.8046,-123.5548,Redwood Coast Humane Society,CA,95445
Driggs,US,ID119,43.6944,-111.175,Teton Valley Community Animal Shelter,ID,83422
Granite Bay,US,CA957,38.7488,-121.2872,Sierra Pacific Great Pyrenees Club Rescue,CA,95746
YERINGTON,US,NV119,39.0183,-119.1544,Safe Haven Rescue Kennel,NV,89447
Roseville,US,CA2087,38.732,-121.339,Haven Dog Rescue,CA,95747
Roseville,US,CA2055,38.7308,-121.2595,Cirby Sunrise Veterinary Clinic,CA,95661
Gardnerville,US,NV46,38.8935,-119.7349,Douglas Animal Welfare Group,NV,89410
Sacramento,US,CA1331,38.6923,-121.3472,Chows Plus,CA,95842
Sacramento,US,CA888,38.6923,-121.3472,Sacramento Sierra Norwegian Elkhound Club (SSNEC),CA,95842
Woodland,US,CA1496,38.6718,-121.7864,Rotts of Friends Animal Rescue,CA,95695
Woodland,US,CA339,38.6718,-121.7864,California Animal Shelter Friends,CA,95695
Woodland,US,CA2192,38.6718,-121.7864,Pet Adoption and Wellness Services (PAWS),CA,95695
Woodland,US,CA2558,38.6718,-121.7864,River's Rescue,CA,95695
Woodland,US,CA283,38.6726,-121.7557,Yolo County Animal Services,CA,95776
North Highlands,US,CA721,38.6851,-121.3746,Fluff Buddies,CA,95660
Rescue,US,CA2406,38.7096,-120.9929,Kimie's Kritters Pet Rescue,CA,95672
El Dorado Hills,US,CA1171,38.6965,-121.0832,Fat Kitty City,CA,95762
El Dorado Hills,US,CA1779,38.6965,-121.0832,"All About Equine Animal Rescue, Inc.",CA,95762
El Dorado Hills,US,CA2325,38.6965,-121.0832,Shelter Hope Pet Shop Sacramento,CA,95762
Orangevale,US,CA2495,38.6833,-121.2246,One Dog at a Time,CA,95662
Sacramento,US,CA1154,38.6617,-121.3425,SAKrescue,CA,95841
Sacramento,US,CA1190,38.6617,-121.3425,River City Cat Rescue,CA,95841
Diamond Springs,US,CA334,38.688,-120.8117,Animal Outreach of the Mother Lode,CA,95619
Sacramento,US,CA1355,38.6409,-121.4421,Chako Pit Bull Rescue,CA,95838
Sacramento,US,CA285,38.635,-121.4861,Cats About Town Society,CA,95834
Shingle Springs,US,CA1510,38.6649,-120.9762,El Dorado County German Shepherd Rescue,CA,95682
Healdsburg,US,CA2429,38.6177,-122.8574,Humane Society of Sonoma County - Healdsburg,CA,95448
Carmichael,US,CA323,38.6282,-121.3282,Pacific Siamese Rescue,CA,95608
Carmichael ,US,CA2186,38.6282,-121.3282,Old Dogs New Tricks,CA,95608
Calistoga,US,CA2177,38.5809,-122.579,"Wine Country Animal Lovers, Inc.",CA,94515
Sacramento,US,CA2108,38.5948,-121.403,NorCal Cocker Rescue,CA,95825
Sacramento,US,CA1182,38.5817,-121.4933,Northern California Herpetological Society,CA,95866
Sacramento,US,CA2311,38.5817,-121.4933,Almost Home 4ever,CA,95813
Sacramento,US,CA03,38.5714,-121.4661,Happy Tails Pet Sanctuary,CA,95816
Sacramento,US,CA1759,38.5714,-121.4661,Friends of Unwanted Rabbits - FUR,CA,95816
Sacramento,US,CA1320,38.5715,-121.438,Sacramento House Rabbit Society,CA,95819
Davis,US,CA173,38.5561,-121.7499,NorCal Boxer Rescue Inc.,CA,95616
Davis,US,CA899,38.5561,-121.7499,du Clos de la Fourriere,CA,95616
Davis,US,CA2490,38.5561,-121.7499,Hearts for Paws Rescue,CA,95616
Davis,US,CA2585,38.5561,-121.7499,Pet Assistance League of Northern California,CA,95616
Sacramento,US,CA348,38.5655,-121.3283,Sacramento County Animal Care and Regulation,CA,95827
Sacramento,US,CA237,38.5566,-121.4945,City of Sacramento Animal Care Services,CA,95818
Davis,US,CA161,38.545,-121.7394,Yolo County SPCA,CA,95617
Davis,US,CA449,38.545,-121.7394,Orphan Kitten Project,CA,95617
Windsor,US,CA2084,38.5438,-122.807,Green Dog Rescue Project,CA,95492
Windsor,US,CA2434,38.5438,-122.807,Soft Paws Rescue and Rehab,CA,95492
Davis,US,CA652,38.5449,-121.6841,Purebreds Plus Cat Rescue,CA,95618
Davis,US,CA1877,38.5449,-121.6841,Tiramisu Dog Rescue,CA,95618
Davis,US,CA2512,38.5449,-121.6841,Animal Rescue Squad International,CA,95618
Sacramento,US,CA1743,38.5514,-121.4572,4 R Friends,CA,95817
Winters,US,CA2134,38.5257,-121.9749,"3R Rescue, Inc.",CA,95694
Somerset,US,CA1567,38.6018,-120.6506,Performance Rescue,CA,95684
St. Helena,US,CA2306,38.504,-122.4608,Jameson Rescue Ranch,CA,94574
Chinook,US,MT29,48.6299,-109.2134,PAWS of Chinook,MT,59523
Santa Rosa,US,CA1166,38.4753,-122.749,Greyhound Friends for Life,CA,95403
Santa Rosa,US,CA1276,38.4753,-122.749,Forgotten Felines of Sonoma County,CA,95403
Santa Rosa,US,CA1892,38.4753,-122.749,"Nor Cal Pom Rescue, Inc.",CA,95403
Santa Rosa,US,CA2436,38.4753,-122.749,Dogwood Animal Rescue Project,CA,95403
Sacramento,US,CA2509,38.4864,-121.4034,Sacramento SPCA,CA,95828
Sacramento,US,CA1539,38.4803,-121.4456,Cosumnes River College Veterinary Technology Program,CA,95823
Monte Rio,US,CA2164,38.4707,-123.0123,Dogma Animal  Rescue,CA,95462
Santa Rosa,US,CA2531,38.4542,-122.7025,SNAP Cats,CA,95404
Santa Rosa,US,CA697,38.4434,-122.7511,Humane Society of Sonoma County - Santa Rosa,CA,95401
Santa Rosa,US,CA1043,38.4434,-122.7511,Purrfect Pals,CA,95401
Santa Rosa,US,CA786,38.4434,-122.7511,Countryside Rescue & Adoption Center,CA,95401
Santa Rosa,US,CA2324,38.4434,-122.7511,Compassion Without Borders,CA,95401
Santa Rosa,US,CA639,38.4406,-122.7158,Special Pets Rescue,CA,95402
Santa Rosa,US,CA1852,38.4385,-122.6707,Herd It Through The Grapevine,CA,95405
Elk Grove,US,CA1078,38.4152,-121.4269,LapCats,CA,95758
Elk Grove,US,CA632,38.4152,-121.4269,NorCal Sheltie Rescue,CA,95758
Elk Grove,US,CA1826,38.4152,-121.4269,Kritter Kamp Rescue,CA,95758
Elk Grove,US,CA1979,38.4152,-121.4269,"South PAWS Pet Rescue, Inc.",CA,95758
Elk Grove,US,CA2003,38.4152,-121.4269,Northern California Animal Rescue Friends,CA,95758
Sebastopol,US,CA1716,38.4022,-122.8228,"BrightHaven, Bliss Adoption Program",CA,95473
Elk Grove,US,CA1083,38.4081,-121.4294,Sisters Animal Sanctuary,CA,95757
Jackson,US,WY07,43.48,-110.7617,Jackson/Teton County Animal Shelter,WY,83002
Jackson,US,WY27,43.48,-110.7617,Animal Adoption Center,WY,83002
Vacaville,US,CA1428,38.3796,-121.9925,"The Dog Spot Rescue, Rehabilitation & Rehoming Center",CA,95688
Vacaville,US,CA2123,38.3796,-121.9925,Pits R Us All Breed Rescue and Adoptions,CA,95688
Vacaville,US,CA2203,38.3796,-121.9925,Field Of Dreams Rescue,CA,95688
Vacaville,US,CA1586,38.3559,-121.9883,Cat Tales Rescue,CA,95696
Vacaville,US,CA162,38.3559,-121.9883,Solano County S.P.C.A.,CA,95696
Vacaville,US,CA2349,38.3559,-121.9883,Pause 4 Paws Rescue Mission,CA,95696
Bodega,US,CA2000,38.3569,-122.9255,Redwood Coast Cattledog Rescue,CA,94922
Rohnert Park,US,CA1374,38.3483,-122.6941,A Noah's B'Ark North Pet Rescue,CA,94928
Rohnert Park,US,CA522,38.3483,-122.6941,Rohnert Park Animal Shelter,CA,94928
Vacaville,US,CA1100,38.3437,-121.9601,Northern California Italian Greyhound Rescue IGCA,CA,95687
Vacaville,US,CA823,38.3437,-121.9601,Cats' Crossroads,CA,95687
Vacaville,US,CA2316,38.3437,-121.9601,Pitter Patter Rescue and Adoption,CA,95687
Napa,US,CA1328,38.3265,-122.3044,"Whiskers, Tails and Ferals",CA,94558
Napa,US,CA1493,38.3265,-122.3044,"Napa Small Animal Hospital, Inc",CA,94558
Penngrove,US,CA813,38.3239,-122.6734,Big Dog Rescue,CA,94951
Petaluma,US,CA745,38.3139,-122.85,PETaluma PET Pals,CA,94952
Napa,US,CA611,38.2924,-122.2826,Napa County Animal Shelter,CA,94559
Herald,US,CA1601,38.3068,-121.168,Shellden Shelter for Cats & Dogs,CA,95638
Fairfield,US,CA504,38.2664,-122.0355,Solano County Sheriff's Office,CA,94533
Petaluma,US,CA1676,38.2542,-122.6185,Lily's Legacy Senior Dog Sanctuary,CA,94954
Petaluma,US,CA472,38.2542,-122.6185,Golden Gate Basset Rescue,CA,94954
Thayne,US,WY23,42.9208,-111.0014,Animal Humane Association of Star Valley,WY,83127
Fairfield,US,CA1085,38.2423,-122.1314,Solano County Animal Rescue Foundation,CA,94534
Petaluma,US,CA129,38.2337,-122.6395,North Bay Canine Rescue & Placement,CA,94955
Petaluma,US,CA1781,38.2325,-122.6356,Azaya Ranch Sanctuary,CA,94953
Vallejo,US,CA2208,38.1464,-122.2493,C.A.A.T. Rescue,CA,94589
Isleton,US,CA802,38.1561,-121.6301,Ratbone Rescues - West Region,CA,95641
Hawthorne,US,NV169,38.533,-118.6309,Mineral County Animal Shelter,NV,89415
San Andreas,US,CA362,38.191,-120.6693,Calaveras County Animal Services,CA,95249
Novato,US,CA2182,38.1133,-122.5674,Jake's Place Cat Rescue,CA,94945
Vallejo,US,CA92,38.1051,-122.245,Humane Society of the North Bay,CA,94590
Vallejo,US,CA2584,38.1051,-122.245,"Gunter's Legacy Animal Rescue, Inc.",CA,94590
Novato,US,CA2420,38.1075,-122.5686,Bay Area German Shepherd Rescue,CA,94948
Lodi,US,CA1184,38.1292,-121.2999,People Assisting Lodi Shelter (PALS),CA,95242
Lodi,US,CA128,38.1292,-121.2999,Lodi Animal Shelter,CA,95242
Vallejo,US,CA2565,38.1018,-122.214,Animal House,CA,94591
Lodi,US,CA86,38.1303,-121.2714,Animal Friends Connection Humane Society,CA,95241
Lodi,US,CA2318,38.1242,-121.2651,All My Tomorrows Pet Rescue,CA,95240
Lodi,US,CA2326,38.1242,-121.2651,Poke-A-Dot's Dalmatian's and Friends Rescue,CA,95240
Montpelier,US,ID88,42.3195,-111.3014,Animals Need Help of Bear Lake,ID,83254
Red Lodge,US,MT66,45.1912,-109.2454,Beartooth Humane Alliance,MT,59068
Benicia,US,CA383,38.0675,-122.1616,Solano County Friends of Animals,CA,94510
Novato,US,CA440,38.0619,-122.5451,Marin Humane Society,CA,94949
Logan,US,UT45,41.7356,-111.8336,Cache Humane Society,UT,84323
Logan,US,UT196,41.734,-111.8193,Y-Not Save A Sam Rescue,UT,84321
San Rafael,US,CA634,38.0156,-122.5459,San Francisco Samoyed Rescue,CA,94903
Pittsburg,US,CA1825,38.0147,-121.906,Umbrella of Hope,CA,94565
Pittsburg,US,CA2061,38.0147,-121.906,K9 Paw Print Rescue,CA,94565
forest knolls,US,CA1337,38.0152,-122.6913,www.thedogshack.org,CA,94933
Forest Knolls,US,CA2347,38.0152,-122.6913,Cat Angel Network,CA,94933
Stockton,US,CA855,38.0378,-121.2446,Pups Rescue,CA,95212
Stockton,US,CA2249,38.0378,-121.2446,Second Chance Kitty,CA,95212
Antioch,US,CA1067,38.005,-121.8047,Homeless Animals Response Program (H.A.R.P.),CA,94531
Antioch,US,CA338,38.005,-121.8047,Homeless Animals' Lifeline Organization (H.A.L.O.),CA,94531
Antioch,US,CA1895,38.005,-121.8047,Delta Animals Safe Haven (DASH),CA,94531
Martinez,US,CA2518,37.9936,-122.1058,First Responders Animal ResQ,CA,94553
Antioch,US,CA1440,37.9937,-121.8082,Gentle Spirits Project,CA,94509
Antioch,US,CA217,37.9937,-121.8082,Antioch Animal Services,CA,94509
Antioch,US,CA1856,37.9937,-121.8082,Contra Costa Rabbit Rescue,CA,94509
Oakley,US,CA1421,37.9926,-121.7196,Yorkshire Terrier National Rescue,CA,94561
Oakley,US,CA2045,37.9926,-121.7196,Animal Rescue Recon,CA,94561
Concord,US,CA2397,37.9808,-122.0394,Bay Area Animal Rescue Crew,CA,94520
Concord,US,CA471,37.9781,-122.03,Contra Costa SPCA,CA,94522
Concord,US,CA752,37.9781,-122.03,Friends of the Formerly Friendless,CA,94524
Richmond,US,CA2566,37.9744,-122.3352,MAD Dog Rescue,CA,94806
Knightsen,US,CA2538,37.9689,-121.6669,Rhodie's Rescue,CA,94548
Pleasant Hill,US,CA1037,37.9523,-122.0753,Contra Costa Humane Society,CA,94523
Concord,US,CA1469,37.9507,-122.0238,East Bay Animal Rescue & Refuge (EBARR),CA,94518
Concord,US,CA536,37.9507,-122.0238,Avian Rescue Corp aka Cockatiel Rescue,CA,94518
Concord,US,CA2113,37.9507,-122.0238,Ozzies Pound Puppies,CA,94518
Columbia,US,CA1597,38.0432,-120.4026,California Miniature Schnauzer Rescue,CA,95310
Point Richmond,US,CA387,37.9405,-122.3639,The Milo Foundation,CA,94801
Richmond,US,CA2517,37.9405,-122.3639,Jelly's Place,CA,94801
Richmond,US,CA2572,37.9405,-122.3639,Casa de Love,CA,94801
Stockton,US,CA1762,37.9689,-121.2141,Delta Humane Society & S.P.C.A.,CA,95215
Willard,US,UT115,41.4571,-111.9885,4 Paws Rescue,UT,84340
Willard,US,UT118,41.4571,-111.9885,Iggy Palace Sighthound Rescue,UT,84340
Clayton,US,CA2185,37.9351,-121.9336,Camp Four Paws,CA,94517
Clayton,US,CA2396,37.9351,-121.9336,Tails of Gray,CA,94517
Richmond,US,CA427,37.9258,-122.3354,House Rabbit Society - International Headquarters,CA,94804
Richmond,US,CA951,37.9258,-122.3354,Bitten By A Kitten Rescue (BBAK),CA,94804
Brentwood,US,CA1968,37.9335,-121.7011,Throw Me A Bone Dog Rescue,CA,94513
Walnut Creek,US,CA1528,37.9186,-122.0239,NorCal Poodle Rescue,CA,94598
Walnut Creek,US,CA245,37.9186,-122.0239,Northern California Sled Dog Rescue (NorSled),CA,94598
Walnut Creek,US,CA575,37.9044,-122.0558,Community Concern for Cats,CA,94596
Walnut Creek,US,CA2393,37.9044,-122.0558,Namaste Akita Rescue Alliance,CA,94596
Stockton,US,CA1264,37.9301,-121.2849,Russell Rescue (North Carolina),CA,95206
Stockton,US,CA149,37.9301,-121.2849,Stockton Animal Shelter and the Animal Protection League,CA,95206
Kensington,US,CA2508,37.8984,-122.2785,Unidos para los Animales,CA,94707
San Francisco,US,CA390,37.8979,-122.5376,SaveABunny,CA,94941
Lafayette,US,CA1671,37.8962,-122.1106,Shake Wiggle N' Roll Animal Rescue,CA,94549
Lafayette,US,CA2285,37.8962,-122.1106,Underdog Animal Rescue,CA,94549
Tiburon,US,CA406,37.8922,-122.4742,Marin Cat Connection,CA,94920
